,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_3_Y0,Variable_13_Y1,Variable_21_Y0,Variable_20_Y0,Variable_22_Y0,Variable_12_Y2,Variable_12_Y1,Variable_29_Y0,Variable_9_Y0,Variable_18_Y1,Variable_1_Y0,Variable_1_Y1,Variable_22_Y2,Variable_14_Y0,Variable_19_Y0,Variable_24_Y0,Variable_22_Y1
20828,6,1,0,6,2018Q1,9074,578584.298,598854.3324931494,594222.3613,594257.0692,611178.2539,598552.865253717,598627.38952835,618702.5479,624167.1857,598378.540963387,576778.2695,600642.5045596543,599617.3676039265,615638.5872,601043.9928,623429.6862,599621.6050248608
2089,7,1,0,11,2016Q3,820,623769.7547,624795.7948,571578.8039,616364.5153,631985.6004,628032.3624,606967.9666,629670.0158,656652.8958,598378.540963387,640867.9126,636331.0715,598013.9079,628309.4852,677608.0524,578799.4463,592767.2105
27512,4,1,0,32,2016Q1,13733,570831.27,571147.4074,578496.2827,611454.2489,595776.4355,569418.7149,583228.3019,627981.9735,600479.4968,614855.2718,604261.4826,587527.3277,573500.2025,597139.7098,624580.8976,621192.7944,607657.8903
11243,4,1,0,11,2016Q4,4459,604285.6444,589801.0818,578045.1577,610944.8947,616220.2445,615373.7121,607172.853,599748.9078078358,580725.0833,568909.6888,586931.6247,581792.0582,605580.5595,602854.5426,612928.7436,595982.251,607712.156
4896,7,1,0,72,2016Q1,1958,603569.8969,587799.0181,592692.0396,582076.1139,596253.1021,577451.5001,606875.9799,583678.699,576136.2883,598378.540963387,603221.3629,617028.522,573622.9582,593848.2274,612272.8935,571490.7005,585392.4721
24994,7,1,0,12,2018Q4,12751,599559.5947,622583.4276,598957.8392,606692.3217,619799.774,618332.8386,616974.2305,605204.531,602810.4708,603076.7159,587473.6142,621447.9821,580647.9422,616707.0562,624287.2239,591602.3605,570139.0745
18976,4,1,0,2,2017Q1,7884,579304.6483,605087.5662,616865.0498,619852.7749,578544.1855,598552.865253717,578106.9369,599748.9078078358,604354.2831,605275.5045,598506.2741,595591.1812,599617.3676039265,597266.9431,609538.6415,591202.047,622210.6317
4102,11,0,1,5,2017Q2,1639,592966.9071,588685.0278,607294.2195,596941.6417,584031.4758,628263.4503,596013.7911,613034.6129,615217.5812,615589.9399,597084.7596,608124.4831,623081.8367,570477.4907,602392.3759,577367.526,583667.3069
7149,8,1,0,4,2015Q1,2842,580536.8245,586367.2937,573512.1712,611224.1536,620779.3909,598552.865253717,583200.9476,600520.4163,581634.0256,624712.3175,596662.144,590946.9665,599617.3676039265,580968.2876,603778.2419,617888.1892,627217.4734
7659,10,0,0,18,2016Q3,3060,589259.1919,610474.0746,613608.0898,610158.9951,610379.686,621905.9131,588267.1307,599748.9078078358,586333.725,579652.4288,601136.0722,573691.4484,603584.2755,608703.1942,572703.552,581166.557,607786.3144
8138,11,0,0,8,2017Q1,3242,611916.9937,581615.0358,607042.1734,621986.0465,620424.4978,617148.5715,618158.3063,583710.9797,599331.3788,582668.5697,581053.7851,573441.1774,622860.1828,591027.5153,577514.7371,569695.6811,626260.9493
8099,4,1,1,5,2014Q4,3227,590984.7453,572026.6101,588428.8832,581216.9425,579967.8968,598552.865253717,616513.2022,599748.9078078358,620002.036,621891.1714,579364.522,621572.3907,599617.3676039265,624253.605,588116.8704,617977.9624,576610.2038
5246,7,1,0,19,2018Q1,2093,575877.6397,623732.4064,625067.7858,615620.3727,571825.565,576478.9613,600027.2166,603190.7205,587668.1564,616912.6838,580597.238,587099.9103,614857.4783,615384.1321,609940.4668,596838.6583,587044.7725
21247,8,1,0,34,2018Q2,9365,625733.6946,616595.475,570295.5846,587101.6097,614322.9966,624661.1191,611963.9118,577931.8539,624218.1254,569348.9421,572035.2181,597304.1018,616394.9981,624638.0371,627425.7075,626183.499,592593.9626
7040,7,1,0,0,2015Q2,2797,615154.5995,610544.0198,614853.9276,591813.5162,600871.8384,598552.865253717,586238.5372,599748.9078078358,609048.3176,569453.9192,581168.116,584332.3808,599617.3676039265,612471.3595,596231.7325,603677.7337,596161.3625
15267,8,1,1,5,2015Q2,6020,573453.0913,612751.2229,584323.7365,607015.2611,588130.1618,598552.865253717,601880.0104,624017.9943,580507.4861,582758.285,617666.7683,600586.1939,599617.3676039265,594470.7827,571256.6186,584497.4864,610009.6783
27934,12,0,0,12,2016Q3,13906,614086.0754,592088.2337,576162.0902,568718.4412,596811.393,615949.9642,571796.781,602665.2032,618337.346,598818.2052,596906.1761,572711.679,582266.6472,594439.5621,603161.9857,582580.9694,577315.7594
2171,6,1,1,5,2016Q4,856,611308.6188,609983.6432,610199.7481,612919.0743,593667.0711,604923.4922,624390.9969,599748.9078078358,620675.0049,620363.5712,612564.6454,587649.6921,583758.6807,623511.769,626547.0765,628362.0689,600764.1966
5735,7,1,0,82,2016Q3,2284,571403.4765,600442.3935,583478.7143,604330.4928,589582.6979,620271.2044,581669.3868,581420.4594,585535.0379,575158.058,572853.8262,575945.7187,580789.5448,578125.1104,613394.1492,626115.7807,624650.2592
21474,5,1,1,5,2018Q2,9536,595555.5123,585140.7642,594132.3632,613740.3076,616890.691,598552.865253717,594007.9628,585816.9892,596747.7904,627975.2481,584105.774,612712.936,599617.3676039265,590695.8444,583100.2613,625339.3423,582110.2977
9147,13,0,0,0,2019Q2,3666,572669.5289,597701.8632,591480.9458,612849.2648,615789.003,573028.3469,569770.5212,598138.8413,604308.9634,593382.5565,569741.7201,589552.4701,582587.2797,610005.2053,597727.5164,608656.1372,581166.8705
14307,6,1,0,21,2015Q3,5617,574897.175,625188.8641,580373.9092,610563.5606,620083.3383,598552.865253717,581405.8504,619562.662,618960.5035,575225.9097,598133.3824,594628.8869,599617.3676039265,581619.2686,616901.4014,623782.3393,605111.7769
25942,8,1,0,0,2017Q2,13107,608092.6835,584021.6587,576317.0981,581304.6266,617259.8482,571175.0433,576634.3224,570331.5326,628865.0043,592772.0093,598432.6895,572453.4211,625564.0427,590860.1355,627435.0715,596296.0712,578343.9338
6563,7,1,0,2,2018Q2,2620,611329.8507,585561.3316,612387.0256,621823.0693,619628.0633,609527.9998,571495.2203,623054.3432,623086.1014,612501.5073,607778.4926,572609.165,606167.3562,592503.5872,577557.2919,593274.3644,624481.0407
7847,7,1,0,38,2019Q3,3129,588366.965,573277.4037,613411.3283,624422.9442,612448.1822,618358.0266,569960.3823,599384.5604,581645.8323,603210.357,620809.7832,597732.3481,603605.5959,588236.3075,610406.8129,586886.3718,578769.0126
8168,10,0,1,5,2020Q1,3256,615718.4528,605365.2825,579660.3116,592963.4639,613146.598,570456.4261,617699.7537,599142.8667,616539.9664,594019.7364,582351.1262,600989.0025,584653.0938,605588.0718,585208.1055,614473.2638,604598.3033
16162,12,0,0,23,2019Q4,6426,624333.0918,581665.7485,615825.6155,595522.4231,615787.5761,613351.9042,609812.4998,595716.393,604860.774,593911.9268,626056.3741,590419.2681,621438.2457,619087.5989,571376.7621,569925.9397,588837.5613
17810,6,1,0,28,2017Q1,7269,578909.3231,608066.4264,596209.5218,607214.8464,619274.2136,590123.7587,581611.6745,578821.3763,600613.1484,598378.540963387,593157.1986,583169.412,587714.0843,609305.9673,619321.3051,574797.4739,604315.2252
13000,9,0,0,8,2019Q1,5117,585921.7976,586230.6002,583864.935,603452.8152,587554.6788,622510.2628,577629.2047,602968.916,606203.4153,580463.331,584913.275,617936.8021,617605.3794,614848.8284,582121.3798,626639.8507,626720.2003
4225,4,1,1,5,2018Q4,1692,590009.9534,577470.1187,618652.1206,577094.592,627885.3965,600010.3856,591806.2801,626359.1496,595457.1706,616186.2308,594577.0175,580328.32,607511.1453,592831.6821,630167.6837,622044.1032,570725.474
8402,8,1,1,5,2016Q2,3357,603604.9474874921,596168.5945,598552.2353592789,598479.9032734132,599258.6072412956,598552.865253717,592274.9851,599748.9078078358,604836.670615974,596710.2522,600614.9081356999,617248.7845,599617.3676039265,600919.1105765322,602220.1694,598494.1865546126,582972.0462
24016,6,1,1,5,2019Q4,12130,588981.2185,578321.6886,618009.7861,610281.9967,614131.2821,596757.7123,623401.0069,594674.4376,573914.9182,627978.8861,613726.654,628034.5857,598562.4148,595087.6257,625754.2502,579480.5738,599286.2254
7528,7,1,1,5,2018Q3,2996,572742.3712,575020.6322,618410.4862,614680.9099,594285.9097,621605.6444,575196.3389,587902.5155,618304.5688,620937.0129,620400.7595,601892.4291,617754.8897,573889.3436,615525.5645,570647.9321,571052.4216
3084,9,0,0,51,2015Q3,1223,609093.1937,626247.5552,577061.6353,594277.2127,581709.0313,598552.865253717,600783.387,649136.2978,729244.2568,600971.8985,587655.0888,589262.2502,599617.3676039265,641887.1634,761376.5347,582265.9111,569320.843
5573,4,1,0,12,2015Q1,2222,603402.1591,573877.4605,570695.4207,606386.6602,583209.8008,598552.865253717,580952.7145,599748.9078078358,587494.6105,610875.1372,612010.0078,612971.9861,599617.3676039265,584047.2883,621197.3824,572896.1304,616223.1688
564,8,1,1,5,2015Q2,238,614375.9993,570791.7956,599127.5834,584652.7895,601618.9261,598552.865253717,570099.6602,583936.424,596167.9604,608439.2663,573426.5137,614472.6162,599617.3676039265,616938.6829,619499.3373,592343.9754,603499.9349
24229,6,1,1,5,2020Q1,12428,585464.1414,612116.9883,578309.7314,573883.0844,581264.3483,621439.0292,591275.7681,620633.0914,594730.8985,610167.7315,616196.0392,614680.0365,588157.5422,586173.4581,611419.2014,613209.9714,569821.3312
8487,5,1,0,6,2015Q3,3386,624214.2087,590343.8516,586813.3521,569416.5047,583243.6218,598552.865253717,610429.0816,599748.9078078358,590611.9353,613250.6953,600843.9182,575089.9167,599617.3676039265,594988.9472,620101.4991,611516.8681,595323.1738
24493,8,1,0,80,2015Q3,12572,626335.8211,570091.6554,596025.3942,591707.9888,574123.5294,598552.865253717,603516.3117,602700.2408,605482.4086,581739.0657,602030.9497,612138.5104,599617.3676039265,607894.5778,605075.0873,607835.3328,594958.6665
25687,6,1,0,1,2015Q2,13023,627444.5536,571630.9732,623867.7037,588548.9732,613158.6926,598552.865253717,621517.4359,600163.4878,610879.1874,599930.657,569202.1122,594386.1723,599617.3676039265,607026.6783,629750.6379,575641.2501,616286.4044
9803,6,1,0,24,2016Q1,3932,614848.2474,615366.0459,590931.1733,577481.0392,616510.7527,611280.4195,609646.0041,599748.9078078358,679843.5037,618143.1906,634832.6863,648146.2374,650365.4874,657690.4445,733614.7082,607423.6905,642376.7827
18754,6,1,0,40,2019Q3,7765,611158.4836,584043.0672,610395.6782,598227.6209,578225.6153,570152.1693,628146.276,595104.9307,572834.7868,620487.7888,602092.0241,594313.9374,614478.2906,591283.0491,571679.8431,569145.1496,595058.9396
9484,14,0,0,33,2018Q2,3818,580985.7888,626755.4144,587059.0545,618596.392,612181.2758,583921.9521,574918.4309,577782.2099,617025.3714,619966.9752,582364.4169,626863.8395,595044.6165,595476.1543,593772.4605,584527.1721,578805.0448
12075,8,1,0,30,2016Q2,4798,591401.9344,617553.1055,584778.7433,601091.5564,607763.238,604063.489,602863.8925,571452.7213,569775.1592,596859.5209,613440.2222,587479.1807,595497.8274,600781.735,603218.3791,590248.5497,604586.6361
8189,7,1,0,80,2016Q4,3264,608474.0857,591058.7575,578353.5775,608649.9909,591358.8515,598552.865253717,577180.6526,622697.0174,612607.5844,614315.8923,613839.8628,605053.3225,599617.3676039265,603607.8367,586345.6943,593405.595,628087.1964
26046,8,1,0,12,2015Q3,13144,580102.0064,584533.2527,594484.769,574056.3805,625529.7265,598552.865253717,583247.3757,626358.6179,589001.372,592153.9026,592962.9766,577204.2083,599617.3676039265,578972.1113,581658.7261,588236.1775,605417.219
18964,4,1,0,12,2017Q1,7876,588287.2024,575681.1891,575568.3552,628049.8702,569792.3861,598552.865253717,614015.4884,599748.9078078358,601062.6453,591279.3194,628551.1852,620305.0953,599617.3676039265,583482.5269,572952.9466,617923.3332,601864.9713
3769,8,1,0,8,2016Q3,1493,632064.6551,610997.9478,598982.4445,589679.8786,599840.5128,580505.3885,607681.4256,629911.3932,617523.2071,590325.0093,610101.5768,571327.6621,614548.5431,574233.6614,595603.6006,616170.4934,607879.8015
7563,9,0,0,4,2019Q1,3008,614937.5162,628131.1816,589477.5098,583328.708,594215.1035,612073.8119,600790.8893,582144.2038,613349.6344,590759.1791,600432.3209,570564.4492,572305.9147,597207.9706,621667.7158,589789.0142,622050.5017
24849,7,1,0,12,2015Q4,12691,590064.071,581793.184,623821.0793,608212.0216,626819.4073,592142.8145,571038.4617,599748.9078078358,584808.7232,625277.6076,574769.8466,581176.2694,579953.3851,601429.7524,598825.072,599326.1417,594178.1753
28203,4,1,0,12,2015Q4,14024,612204.1548,581519.3999,569083.1317,602327.4028,622321.8017,576656.904,628303.8556,599748.9078078358,582056.1453,570419.3547,593552.5325,610891.0803,622910.2322,576394.5833,595663.058,588462.0947,626502.5056
2240,8,1,1,5,2018Q2,890,613921.8937,585911.6052,589219.4249,597348.7005,575256.4241,598346.0105,623381.4769,599748.9078078358,611312.0139,605465.5509,622755.1513,624716.527,569772.0857,581306.7741,603770.7281,602101.3356,593917.9614
7348,5,1,0,47,2018Q3,2921,616853.7444,580299.1252,611647.4986,571711.742,589595.4138,612265.041,625470.2054,627476.7477,601761.6349,581501.0016,593942.2397,582820.0454,625166.0554,621966.5952,624233.1882,603667.6396,596093.5018
9920,5,1,0,12,2015Q3,3976,616611.3454,618988.365,616584.2392,574546.4605,620207.6635,598552.865253717,627093.8145,618517.1484,578751.4183,620166.3859,621124.9149,579705.013,599617.3676039265,596393.8903,618537.6286,586731.4787,581165.6295
3506,7,1,1,5,2019Q2,1388,586209.2707,602160.728,626141.0211,627332.1424,628124.141,605894.3193,579965.1015,570685.4562,574870.89,590506.8275,584977.3461,598563.1608,600720.6434,606414.2048,580175.5426,605678.8561,589416.8411
14555,7,1,0,10,2018Q1,5724,627509.4141,624246.5771,621505.972,574799.0534,583865.7236,598552.865253717,611015.6509,599748.9078078358,611261.5691,598378.540963387,608103.9109,570096.8344,599617.3676039265,606894.4408,579498.2633,607617.9296,588804.2802
26802,4,1,1,5,2018Q4,13431,580131.2658,600812.3525,615955.9332,588178.0091,619312.5699,623879.1744,616944.9519,598139.3102,580289.7393,611975.7191,581270.042,608803.3033,620752.8526,604689.441,591730.2666,578313.1466,591983.8199
16740,6,1,0,60,2016Q4,6717,670139.5092,627103.0158,590394.6735,596219.6318,627819.6902,602863.6275,601312.8055,574563.2723,636148.1193,574745.108,582248.0287,609293.4478,602219.5644,612398.9258,601556.817,603823.3473,592436.758
15869,7,1,1,5,2020Q1,6312,598659.2124,580574.7856,608355.6774,597730.4801,597559.646,616475.829,622115.6916,605004.1444,595587.8297,606656.2462,587609.1203,606403.4956,619105.5736,600800.2021,626631.1185,577774.4143,613500.2275
9297,5,1,0,19,2016Q1,3729,604190.4776,580205.2799,573859.6528,626215.0402,596928.391,598552.865253717,568970.2459,575890.7364,605633.3222,581483.0959,621570.7406,577703.3281,599617.3676039265,625645.5771,589338.0885,598425.7682,619204.0068
294,4,1,0,12,2017Q2,126,610234.719,577283.6627,609396.1101,596540.5528,612489.7775,623627.7437,576484.7987,607797.6362,584400.2467,614256.0583,616567.3811,579443.8975,606604.2327,605479.7793,625399.2031,601202.5203,580185.4182
7937,6,1,1,5,2016Q1,3163,599216.8627,625738.0546,589509.4232,573314.2278,570415.0349,573498.1744,575638.8804,596379.7914,610813.4404,598378.540963387,614840.1416,610804.6776,593747.5055,593239.7529,607660.8766,584549.8485,609365.6996
26126,8,1,0,3,2015Q3,13189,610214.7086,593909.8964,621347.9973,581154.0468,626148.0637,616332.2554,575074.0292,597372.3213,586577.244,610890.9743,584461.5153,597081.626,597828.7791,613235.926,623135.2682,623108.2761,614500.9956
3026,6,1,1,5,2016Q3,1204,624926.044,579067.4866,600688.095,627842.9805,626170.9297,588071.6586,617317.916,574423.7583,628549.5144,613516.0456,588186.5943,580594.401,590513.7322,589607.8962,622149.7186,569257.0185,594288.8981
18421,6,1,0,32,2020Q1,7589,582822.6275,612922.1361,573234.6501,588535.1899,572867.1326,622885.5885,614775.3686,573360.9109,580054.7908,576464.2858,600352.0653,581769.1334,601424.5686,602599.9832,579327.9264,583235.5984,614718.8353
27639,9,0,0,16,2015Q2,13792,587407.01,623531.2614,627192.6606,592555.6448,601063.3506,598552.865253717,578023.235,622565.117,619368.056,620590.2048,626264.1883,610413.1576,599617.3676039265,604955.6909,618194.1483,569697.8808,603919.216
23474,7,1,1,5,2019Q3,11446,589238.5878,597484.6183,570096.5657,598181.7309,571679.4801,590868.1713,582407.4565,576060.0661,590108.643,607196.4738,584047.1908,593257.7224,570316.0066,609328.4928,573963.6469,604760.3301,597346.0662
27207,4,1,0,12,2018Q4,13606,603079.0478,597241.4209,621224.4377,620952.3857,598789.8734,579381.5543,607745.1011,599839.8927,613010.3933,606108.9933,575250.5631,580548.5201,583602.0419,578766.6917,621136.6498,612234.3935,570303.7663
22074,8,1,0,34,2019Q1,10035,600265.0536,589986.6067,591118.3415,579939.5136,589888.6942,577247.3544,615982.959,619608.5469,622354.0744,598378.540963387,606859.7847,594775.5708,625689.6709,621901.1068,625945.1105,601133.5761,628006.6745
17451,4,1,0,12,2020Q1,7087,590198.4234,578701.8924,619443.195,619947.0,596285.3249,573038.5331,627435.8495,620030.158,607278.2516,611314.521,607880.6409,616298.4211,582468.9871,617934.8119,586549.438,624938.5199,591895.4063
28017,11,0,0,27,2015Q1,13943,590192.4785,610451.9364,597426.1651,607277.2284,617378.9391,598552.865253717,603665.0963,583551.4481,572170.2219,623106.2316,616749.5908,574462.296,599617.3676039265,593832.2508,627300.682,616309.119,589991.1097
8809,13,0,0,28,2016Q3,3526,634388.3999,586004.3437,613741.1165,581105.7051,586665.5502,598552.865253717,605744.6457,607029.947,627822.2567,590887.2992,605623.4509,606015.2877,599617.3676039265,589998.744,607467.1275,580849.3975,586124.8712
14344,8,1,0,21,2015Q2,5630,586615.6647,598854.3324931494,587521.9051,597053.1787,584011.6974,598552.865253717,598627.38952835,622809.3842,594802.6618,598378.540963387,601702.6681,600642.5045596543,599617.3676039265,608619.6327,579131.3337,627755.2075,599621.6050248608
14921,5,1,1,5,2019Q4,5875,603604.9474874921,592013.7772,600502.0664,609265.0486,569215.9508,574686.6002,584493.9661,599748.9078078358,604836.670615974,598378.540963387,611620.0574,581129.9957,603810.9194,596194.5155,603193.691448228,592794.5652,626931.1964
667,7,1,0,4,2019Q2,283,582684.715,615811.7174,616438.1681,574461.3178,622001.3522,596775.1661,577490.842,603640.1349,621349.3423,598378.540963387,615544.0231,607694.5457,582146.2264,619073.1776,612149.8009,569446.3491,625740.0823
4542,7,1,0,12,2015Q4,1823,613640.8956,623214.2333,585347.2533,593092.6815,585002.3966,620938.9306,617084.3805,592497.4431,617651.7999,604998.6545,585227.0223,573597.1775,624269.6865,590998.1557,570218.2896,603724.9834,578210.067
1097,7,1,0,10,2017Q2,426,608202.6032,602919.8141,571255.9237,588710.9566,605917.5404,571316.2227,569968.5972,625079.3083,631856.8513,618672.9239,625981.7972,589046.8044,605011.4605,586574.8343,602406.3951,608226.0757,604360.4724
17967,7,1,1,5,2016Q3,7346,603604.9474874921,598854.3324931494,598552.2353592789,598479.9032734132,599258.6072412956,598552.865253717,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,600614.9081356999,600642.5045596543,599617.3676039265,600919.1105765322,599012.0481,598494.1865546126,599621.6050248608
19092,8,1,1,5,2017Q1,7950,613167.6121,611057.7936,594269.2246,574006.0597,575993.4079,597955.0634,619754.8329,574366.054,621106.8937,609452.5596,620607.3044,596826.3027,589479.4608,603042.2732,582409.2383,590935.5137,582317.3278
16109,6,1,0,21,2018Q2,6408,618402.5981,612628.4087,585231.5671,570122.0364,607999.9494,626863.5653,605726.4278,619670.8918,587888.7843,601251.4044,626062.0156,582599.3487,580154.4036,597597.6146,623845.8505,625947.3118,607997.7504
7623,5,1,0,58,2017Q3,3038,603362.3511,615815.7948,613314.861,619869.0973,616112.0762,591592.9308,577760.5315,626592.9738,573136.2671,578154.2414,595308.9241,626362.6578,627591.7044,620431.434,583126.4697,604748.2295,571687.5323
1475,8,1,0,40,2017Q4,584,576156.1118,610499.188,617966.8612,623550.9611,598808.5522,622433.4911,589345.3178,602685.5282,625502.8387,623468.0814,584695.3647,611289.5861,625057.8309,622081.6754,605212.4178,606571.5761,615589.9028
6432,7,1,1,5,2016Q3,2575,618633.778,603295.1075,604969.305,615848.9902,593220.9778,610972.8252,598627.38952835,599748.9078078358,604836.670615974,598378.540963387,569342.0524,579762.2542,572010.8056,579653.714,615406.5809,586364.1869,570936.8339
5252,10,0,1,5,2018Q2,2095,631780.8699,572432.3626,605758.9785,572128.2726,603832.2856,593840.5755,613791.1532,603804.6784,577894.0867,589885.3164,573217.3087,626304.6172,594044.6514,621376.2571,583986.099,593416.5378,606423.1796
6517,8,1,1,5,2019Q2,2603,570294.6187,627126.1496,615681.5812,606079.0115,621164.4912,571610.7889,615055.4992,591726.1493,569102.4465,616579.6413,622316.4444,621955.1822,580298.3165,582379.9709,622667.0009,575113.8183,579179.9779
20648,7,1,1,5,2017Q4,8973,604044.5754,603642.8054,590670.7043,583223.3972,626469.2584,608188.2119,594506.667,600179.6266,612752.1376,579198.7831,579336.8917,574687.9394,574277.3895,569726.1541,600142.4798,578319.5315,581664.3182
14417,8,1,0,35,2019Q4,5666,607428.2997,622357.9517,585821.1512,625886.3671,615828.1986,600786.1733,604038.9465,612641.1269,621760.6113,598378.540963387,617501.7782,620382.3113,590205.7326,606613.9038,614136.4753,591224.1695,604356.9042
1592,5,1,0,23,2018Q4,632,579373.6791,579418.2437,588142.5019,617317.8083,584089.0003,613394.4704,569249.0486,599748.9078078358,609600.2816,628321.5544,574638.8587,623718.564,601243.6706,585173.7078,611689.8828,608990.4219,604305.5306
3934,7,1,0,12,2018Q1,1562,587258.1491,570016.9986,585536.0375,579596.4025,595601.5072,569600.7384,608619.2031,622368.6775,615381.617,603732.4358,591223.2804,589409.1802,605430.4702,607268.4845,623254.045,600833.2485,593014.8777
4374,6,1,1,5,2018Q2,1753,590759.6503,574327.497,592043.0133,573289.7322,572179.3389,610611.4078,572912.6349,599748.9078078358,620571.5507,616709.552,628174.6746,619564.2758,578613.7648,594484.3731,617761.5122,606346.5387,608113.7499
6025,6,1,1,5,2019Q1,2403,612664.381,620901.7363,619930.4083,614652.3568,607398.6199,570049.1611,620642.2522,627794.7173,578344.2066,575550.4565,569169.7943,590240.6888,627523.8436,616852.7036,602469.543,628392.6403,611541.5015
16509,8,1,0,4,2019Q4,6610,599821.6015,579081.6575,606434.127,603615.3602,616803.9354,573166.5323,576399.0335,580632.001,602293.5157,596497.9787,617422.7535,573932.4494,627576.6661,601193.3001,579904.2454,590552.6756,597348.2719
3622,4,1,1,5,2015Q3,1439,597086.5516,600048.5018,610966.6128,611622.9943,595128.6997,598552.865253717,628103.5707,623923.8952,625536.3769,605805.908,586090.4119,625546.1982,599617.3676039265,593504.3988,601436.0136,569424.8908,591556.7878
24839,9,0,1,5,2014Q4,12688,579277.2174,616504.7173,605290.6835,573303.1237,596484.1776,598552.865253717,624945.9349,609052.0655,602169.1227,600870.5419,602530.6303,571584.7062,599617.3676039265,614953.9778,602349.161,591896.1411,611012.0965
5067,4,1,0,12,2018Q1,2024,597061.8163,599372.8089,597152.7051,571104.7827,592776.4196,584838.2754,605361.2413,602437.5847,613155.4177,620650.9835,577947.2212,622538.7056,617176.8835,594386.9207,572832.6637,610058.826,572462.1651
12593,6,1,1,5,2016Q4,4973,616527.437,590549.2962,628088.523,587695.1758,569999.008,624482.421,614773.8135,599748.9078078358,580600.5041,581756.7309,572089.126,604146.5251,597094.385,577958.2136,576277.8577,618010.2567,593883.304
2909,6,1,1,5,2014Q4,1155,601307.314,609623.2271,601763.6424,616903.4585,609113.8856,598552.865253717,603103.9921,599748.9078078358,610549.3001,581184.7,582608.8766,586643.7925,599617.3676039265,617462.5127,592903.8384,574876.8955,620068.8326
944,5,1,0,8,2019Q1,376,598862.4607,610322.6389,625746.2923,585245.2798,583637.7521,591627.498,599394.2479,609657.6324,592063.8455,601808.6118,587008.6207,593626.2254,580839.2385,624406.9704,591915.5587,583630.1562,580326.4728
6207,8,1,0,0,2017Q4,2481,624506.5393,585223.2379,624668.8464,581904.4255,616015.3671,587022.8175,626786.4872,609986.7428,592160.4651,606594.775,598393.0908,570444.006,597792.9164,597201.7371,597176.9724,584304.2636,580201.7666
13525,3,1,1,5,2015Q2,5310,623793.1554,588547.6304,615774.973,576429.2527,599299.9897,598552.865253717,580527.4712,599748.9078078358,628187.9301,598378.540963387,626093.6513,613443.2333,599617.3676039265,627377.5196,579441.8273,583599.7358,612323.813
4346,3,1,0,4,2017Q3,1742,617066.6273,595914.3735,577988.2929,611376.7704,614685.9795,625151.7274,603771.0046,624064.1104,603526.9706,594375.3033,589795.9285,597086.288,592855.4505,586939.785,617666.9894,604828.1819,618863.5655
18235,4,1,1,5,2017Q3,7483,630059.7884,584710.2014,610761.2978,583451.9244,611022.1378,598552.865253717,604400.2449,603286.3038,619441.9955,593973.1749,573813.2504,618356.4768,599617.3676039265,575328.7049,627200.4069,583157.4295,587370.8785
10934,5,1,0,4,2019Q3,4354,621649.9163,590356.4133,604117.8859,599218.3667,595411.9086,584895.6327,595595.2033,581372.3249,594182.3726,582806.4107,624499.8926,578370.5898,624253.0253,624888.3505,629049.0931,585588.7543,615389.8109
6031,5,1,0,4,2015Q1,2405,579129.8361,584581.9195,589096.3431,616583.4101,613712.9713,598552.865253717,622128.1011,620913.3209,621335.5694,578753.0091,582738.324,570660.848,599617.3676039265,608587.6095,585371.9016,622690.7942,603738.1925
23301,8,1,0,66,2020Q1,11260,607663.4139,575546.0997,573075.934,605732.3883,584740.3067,588564.2142,575004.4189,621205.4601,616047.049,627081.0296,571348.4355,597460.3116,574330.5045,591850.886,579217.7734,602719.7424,575044.5392
27079,6,1,1,5,2019Q3,13543,603604.9474874921,579168.5516,598552.2353592789,598479.9032734132,599258.6072412956,598552.865253717,614243.2008,599748.9078078358,604836.670615974,576737.3068,600614.9081356999,610246.5548,599617.3676039265,600919.1105765322,603193.691448228,598494.1865546126,596755.4243
6334,7,1,0,8,2018Q1,2537,626746.5536,584666.8649,628088.4814,593192.2184,574414.1951,622750.9144,595347.6881,573716.103,591761.0248,598378.540963387,591896.4455,621669.2604,580529.2666,628661.0908,630048.7748,569848.5986,601589.4183
23499,8,1,1,5,2019Q3,11480,635113.3548,577357.0712,587179.7389,581826.2314,569704.0506,598552.865253717,598049.6364,589906.6976,618053.3641,575940.505,621304.012,615703.1365,599617.3676039265,600136.2068,593004.338,589199.3347,568848.2409
461,6,1,0,12,2019Q3,200,607971.5139,596044.5308,594148.7332,586316.5725,581324.6296,573801.0709,593494.4753,602383.3435,603811.6104,577550.8738,606088.8613,570031.3045,626260.5077,619685.3243,626542.2571,603289.0107,614663.4333
16706,6,1,0,1,2015Q1,6700,594404.8251,598854.3324931494,617208.9322,611883.5869,579987.7903,598552.865253717,598627.38952835,599748.9078078358,575276.8954,598378.540963387,616833.3841,600642.5045596543,599617.3676039265,571366.4162,589663.8541,626218.175,599621.6050248608
20618,7,1,1,5,2019Q4,8954,616174.5663,598020.1559,593114.1613,594471.2387,590145.3081,619095.8318,576749.3283,603776.0103,572218.2914,571425.9529,622853.1839,577863.6994,604008.339,569585.8578,571891.355,627123.3879,604066.2168
26375,4,1,0,18,2016Q2,13291,617302.305,583047.6859,595596.2591,612653.268,593234.1158,574468.0255,590678.492,625510.7155,608134.6524,569835.5845,630909.5947,606228.8834,586404.53,625069.2175,602656.9972,616719.4594,586873.4152
