,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_14_Y0,Variable_22_Y0,Variable_1_Y1,Variable_13_Y1,Variable_19_Y0,Variable_9_Y0,Variable_3_Y0,Variable_30_Y1
4190,7,1,0,1,2018Q4,1675,602889.8702,604790.9635,594577.3066,621140.2311,571000.3475,600982.5092,589553.7615,621503.4145
2387,6,1,0,12,2017Q3,942,570253.564,586617.9557,621959.2709,628784.424,621255.7474,609755.7482,571949.2679,578243.6495
3831,6,1,0,12,2016Q2,1515,627345.1798,620841.0597,590049.547,586763.0238,620642.9752,622013.8425,623880.3524,622071.5765
24405,8,1,0,4,2016Q1,12544,584975.5476,616841.6383,591845.3813,618777.0593,612451.1785,589188.6866,603449.4873,605038.4466
15015,8,1,0,13,2018Q1,5907,617122.4216,576239.0024,620942.0727,600495.4833,605262.9503,579465.1666,620335.0048,617026.1042
25033,3,1,1,5,2019Q4,12766,620245.9974,612638.1213,593152.0079,591222.4756,626413.5733,616959.6729,583224.0008,629583.933
17978,6,1,1,5,2019Q1,7352,570515.345,617556.3581,574177.8522,598688.6973,582464.467,569727.6187,594993.9872,581877.4677
4675,7,1,0,18,2018Q2,1869,617504.6063,582402.9022,584661.0539,615120.1285,574727.3935,589414.0513,597060.0621,575586.6675
2031,6,1,1,5,2016Q4,797,571338.5364,627951.1864,582856.1864,618955.9515,589764.0407,598113.203,625686.1878,589978.7684
28112,4,1,0,12,2018Q1,13984,613162.7556,589837.2675,606772.0141,601495.4117,593956.4235,601876.4229,596919.866,594974.4419
21502,10,0,1,5,2019Q4,9561,580497.4488,627148.298,587174.1692,585344.2636,615940.1223,583876.2978,601034.2296,581233.7322
14461,4,1,1,5,2016Q2,5684,610860.9724,575305.0296,624534.7745,618515.6455,591469.3162,595604.4766,615682.8579,614738.5351
8841,13,0,1,5,2015Q3,3539,590704.4354,597892.3472,621334.9181,581507.4528,595166.5469,598151.8028,619710.5964,592661.4466
8765,7,1,0,32,2016Q2,3503,591573.0674,589223.8001,588302.3797,590503.8979,587402.9031,629178.9746,625521.6545,590555.0345
19738,7,1,0,4,2019Q2,8344,620156.6877,625588.452,588592.0253,581808.221,593538.8953,613363.352,584917.6255,581903.9525
8205,7,1,1,5,2016Q4,3270,621382.93,586689.5692,582844.4277,580061.5384,605317.293,602261.8186,621101.2712,590232.1476
8458,6,1,0,53,2020Q1,3377,595435.4989,606907.8632,573738.9014,571566.7712,623039.3214,591760.5397,608046.5998,580378.2501
563,7,1,1,5,2016Q2,238,627824.7279,603811.4536,592163.2091,597799.3058,599552.7008,625890.9664,622821.5783,602593.2752
1851,7,1,1,5,2016Q1,730,569156.7526,590673.8271,619311.7665,624419.0932,591349.0045,589583.8302,597779.5878,611249.7633
26662,4,1,1,5,2018Q1,13386,588259.0317,586450.7693,620850.7936,620875.9054,616270.2382,591617.4224,613973.4164,573897.6687
18933,13,0,0,9,2019Q3,7865,599353.6583,574042.449,592568.2452,602577.7117,588971.6263,579809.2827,662195.4075,627864.676
9084,8,1,0,34,2020Q1,3645,584330.8145,614505.4332,574877.8216,599698.571,613263.1222,623986.254,611866.8165,583427.0927
19163,5,1,0,21,2017Q4,7992,575091.2357,627840.6004,612370.28,600077.8124,582179.2426,594210.3428,590825.381,613334.6407
17271,10,0,0,11,2019Q2,6993,577390.9407,573335.6016,625601.6879,590546.4104,613320.1201,628982.8718,618645.5198,622413.3869
14558,3,1,0,2,2016Q3,5725,610894.5285,629090.0267,610868.0309,618222.3276,628769.2968,707088.8657,584193.7241,612556.6611
7042,9,0,0,34,2016Q3,2799,600232.6423,629421.6827,619299.7868,620598.9077,683182.6951,665655.5312,705765.7351,628057.0512
25814,6,1,1,5,2017Q1,13065,603609.4015,616901.6679,626968.159,591257.5701,603803.1777,582537.5627,590986.7968,609661.1223
3632,6,1,0,4,2019Q4,1442,612099.1837,622386.4088,625089.4971,579809.5291,603501.1499,592999.0295,590687.671,583216.6783
20169,3,1,0,18,2019Q1,8617,619196.8147,620736.4651,577027.6008,597318.4139,614470.1569,590588.4839,588717.5154,596733.2145
21751,8,1,1,5,2019Q3,9758,623341.5213,614793.8505,572188.7399,583810.3249,576295.4282,608046.3168,577351.6615,574386.6065
936,8,1,0,8,2017Q4,375,594046.4152,616087.5994,620648.8809,579793.9529,590618.5628,615948.2533,584792.2686,618922.1207
12505,4,1,0,21,2018Q3,4939,623755.6122,574025.1909,582862.1958,625931.1086,623923.7414,620633.5458,580514.0589,572426.7804
28106,5,1,0,0,2017Q3,13981,629792.1845,624720.7208,624546.8157,570260.9383,577276.9991,597432.2203,604855.0733,580687.4975
2646,4,1,0,12,2019Q2,1050,627772.5833,590869.712,586646.1954,576788.0385,596180.8772,583226.4619,595047.2065,572805.0894
4994,7,1,0,4,2017Q4,1993,580726.6732,619139.6515,598768.5155,612695.1451,577375.1627,603344.5268,595006.7384,580084.0042
6062,4,1,0,11,2018Q2,2417,613377.1044,626241.3807,597823.7519,623562.9854,624295.5899,627373.1837,613774.0825,599370.1326
5483,5,1,0,4,2019Q3,2187,594750.4298,578086.4743,626097.0033,609205.6047,601841.0596,621720.3152,576101.5087,588656.2959
492,5,1,0,12,2018Q1,211,588070.7562,619077.8114,592228.7412,578677.3002,599074.4817,590780.1242,617979.8609,578953.4932
2381,7,1,0,12,2016Q1,939,579910.966,600332.6843,604969.1349,579333.1285,620243.578,608569.5157,585570.6476,603633.6782
14377,4,1,1,5,2016Q3,5647,606537.9802,628727.2363,589678.4811,628385.1192,599748.021,610657.8832,580410.7051,588509.4233
6274,9,0,0,12,2015Q3,2508,606236.2866,576342.8719,607150.2213,585211.9917,613316.9728,588607.6468,588295.1891,574606.6673
1461,8,1,1,5,2017Q1,578,615991.1893,611853.0354,588490.1603,605705.4707,626091.1071,575862.5466,569852.4681,625351.4948
8907,5,1,1,5,2017Q3,3559,587548.8205,585925.819,606734.241,613153.7665,597525.2741,593152.8626,584183.9138,622574.27
15308,5,1,0,0,2018Q1,6041,621159.1854,623694.1393,588524.4802,595883.4266,605130.2803,629423.7307,601725.578,609005.5083
3222,6,1,0,12,2016Q2,1270,590965.5226,606640.6048,601181.4365,578742.6255,571801.8786,584617.4682,605771.4749,599465.8021
23089,8,1,1,5,2019Q2,11029,600399.2159,592942.4436,586571.6409,619649.2181,628214.2158,595729.1409,580682.2319,588094.8682
6419,7,1,0,25,2015Q3,2569,600421.8585,604101.1679,579333.3165,623727.1795,588233.7192,628551.727,602251.3493,623674.6126
7025,7,1,0,1,2019Q4,2792,627552.0662,568934.9734,602490.7407,578438.1372,587763.3756,582738.4815,596911.5375,616524.6615
16627,11,0,0,2,2019Q3,6660,608663.5575,607902.7072,592085.0809,598729.9444,604574.2283,569000.4691,581978.5376,610686.9773
25523,4,1,0,12,2019Q4,12960,582199.1797,592202.5365,579443.2145,569238.0332,610634.2769,602597.1292,620090.2659,594819.8111
24472,8,1,0,21,2020Q1,12567,573126.0704,622048.6903,611739.91,614969.1379,604879.2467,581585.1973,593260.0863,576829.7063
24067,7,1,1,5,2019Q4,12206,597323.3366,594370.7468,582043.1662,590995.0844,582670.6388,574438.2842,609206.5669,585766.7492
25318,7,1,0,4,2016Q3,12883,574667.9995,597896.4385,597104.5463,571427.3845,599472.6418,603755.7553,619584.1668,626085.6033
13001,9,0,0,8,2018Q3,5117,588271.6389,609943.7712,590404.4687,593896.7677,581590.4354,580801.7601,604273.8548,601908.0713
1650,7,1,0,12,2015Q4,651,587319.3333,583767.9938,613963.3198,615772.134,621245.1259,595456.9424,571406.3259,618605.7123
25433,8,1,0,4,2020Q1,12928,591701.0467,625497.7236,576512.8168,607982.8154,584145.1426,579302.1431,627207.0944,590728.147
17766,9,0,1,5,2019Q3,7242,594316.0732,591696.3573,599700.6475,613328.7722,578725.1332,610268.2304,587486.4383,592761.6206
7334,7,1,0,22,2019Q1,2917,571705.4494,579553.8192,582138.8827,571819.2154,618009.1186,571776.655,624766.0524,592226.5576
1866,5,1,0,30,2019Q3,735,593676.367,572739.9226,584328.1025,620850.2212,626991.2681,613747.7548,605138.8954,624153.9239
5977,7,1,1,5,2020Q1,2387,578966.0891,622633.8295,581012.671,610602.0543,619481.3172,624663.9252,583699.3074,592996.5919
26992,7,1,0,12,2015Q3,13504,597616.7584,594022.4139,597479.9987,588166.3038,588502.6544,585788.7055,588592.3379,586995.7325
22898,8,1,1,5,2020Q1,10813,615028.6227,590666.2023,609649.1318,575733.1395,604488.112,596779.033,621127.3847,627284.9748
15787,7,1,0,12,2016Q3,6271,575800.5689,618471.559,585116.6275,624370.8952,596362.7873,570110.8647,621593.6934,582251.3522
18294,7,1,0,4,2016Q3,7512,577482.0294,582431.2396,628124.5338,569096.8432,607247.6347,611229.9777,606005.8461,595964.65
19215,9,0,0,2,2019Q4,8027,620097.3137,584697.006,620789.5117,614900.8074,624776.358,609516.6443,626274.5931,611951.4504
7145,7,1,1,5,2016Q4,2841,606453.0324,581054.888,590944.3218,575178.0908,586425.9927,573774.5812,579054.6245,618670.6982
19991,8,1,0,18,2017Q3,8501,571536.9051,585405.5654,580794.3313,628053.2421,591183.9858,622355.4083,603918.8898,599769.1451
18004,7,1,0,4,2020Q1,7364,588696.5249,622419.4552,587964.5185,569664.9876,620338.1628,595461.2809,613336.1947,592953.8969
10785,7,1,0,77,2019Q3,4294,611472.4027,601434.948,597795.0459,617005.8214,589503.541,601969.8359,615050.1474,580867.5486
4947,8,1,1,5,2015Q4,1978,616869.0109,619401.3239,592539.4352,592516.0215,632133.2859,628341.1165,602394.2628,580886.0019
9457,11,0,0,20,2019Q2,3804,624062.0022,598902.0492,613493.107,601860.9265,580565.8447,585068.1575,574011.4108,579508.1877
1974,8,1,0,4,2017Q1,775,588973.3425,585254.6748,586179.362,596012.8848,584745.991,622396.0855,594166.3623,579445.6212
24517,8,1,0,12,2018Q2,12581,616228.2335,570018.2286,614765.6185,577331.7718,628649.1166,610086.1889,599474.0189,601201.4496
542,12,0,0,38,2017Q3,226,608350.0898,570109.837,620826.7584,626496.2784,590625.6715,634164.7525,621728.2599,583795.6048
5332,8,1,0,16,2015Q3,2125,583475.1474,606160.5693,577101.9421,616278.7926,625416.8894,591085.9652,629384.2082,571109.5706
16078,5,1,1,5,2017Q3,6397,613124.7441,589972.1471,626129.4454,600889.8639,623096.7936,584131.7115,597135.9047,576578.1732
23620,4,1,0,26,2019Q4,11618,617668.2737,588694.0496,580898.7347,570330.7165,621015.2149,616353.1301,592465.1264,601873.0406
9728,9,0,0,12,2017Q3,3908,626841.9799,617296.5256,577342.8661,620392.2089,588969.7166,602763.5157,573281.081,616053.5834
26507,7,1,0,14,2017Q3,13337,600291.5406,609358.5057,591742.8571,604261.8739,602554.8002,607366.7472,586498.5397,605889.1914
5088,8,1,0,45,2017Q1,2032,641524.378,623160.1069,647221.5535,611889.9486,515697.0577,855184.7465,929824.1797,624458.3948
9334,6,1,0,12,2018Q2,3746,578594.2329,613087.5185,580370.7584,580111.0646,580280.6552,571740.7914,612997.5788,602801.1186
17911,6,1,0,12,2015Q3,7321,609626.3942,619159.4621,614044.9397,624963.286,582341.4673,590154.6024,597832.341,574123.3656
9202,11,0,0,11,2018Q3,3687,579415.8957,607328.7992,577807.0109,573093.175,594410.5548,588276.5326,604283.5702,627399.078
24984,7,1,0,12,2017Q3,12748,611350.0015,621568.3748,574678.2511,571826.5047,603829.2514,585420.545,628860.4367,616002.9727
11115,7,1,0,19,2015Q4,4421,576907.0119,587651.641,584501.7694,625462.2803,571963.2386,601716.1249,622077.7735,623462.758
9099,7,1,0,11,2019Q3,3651,622423.3027,612919.8463,616573.7797,626514.3942,587011.1835,611990.3559,612046.5338,601225.387
9160,5,1,0,24,2018Q2,3668,605160.1418,599647.8763,618022.7109,626721.5672,594554.5394,587867.2825,624343.5675,601902.7489
2496,6,1,1,5,2016Q3,988,684578.5932,658590.1692,714878.1503,605412.0656,775277.5347,804341.2161,657496.9641,736969.5549
2192,7,1,1,5,2019Q3,867,630669.9069,623493.7833,590185.7694,570271.53,606192.9928,626579.1342,580102.7125,606916.6712
1669,6,1,0,13,2018Q2,659,598099.6449,584275.8358,622743.5291,616107.3039,589394.95,600970.282,596624.0994,581234.4741
10128,5,1,0,12,2016Q1,4058,608369.9429,603542.9979,595542.4698,603914.9887,590424.3801,624834.5701,600371.1368,594324.6242
10503,6,1,0,12,2015Q4,4200,586035.9396,601547.8932,579763.1341,586403.4675,625520.8611,624418.9436,595021.3114,596519.1711
23577,4,1,0,18,2018Q4,11568,604842.3921,627915.5191,631658.1848,608099.9336,621850.8259,583500.9267,617901.3007,586269.899
4234,5,1,0,14,2016Q2,1696,622942.8368,569707.0201,586226.9354,571301.3709,622432.7115,593551.0355,569789.323,620646.803
12037,9,0,0,11,2017Q2,4783,588309.6402,607602.7767,584157.7618,611062.5374,601099.9903,577082.6223,600615.0795,618702.4521
14972,7,1,1,5,2019Q1,5890,617450.722,570424.8395,577767.2547,616306.7898,613273.5626,629111.3821,602259.3338,578590.8011
21279,5,1,1,5,2019Q3,9393,613194.2869,586798.5357,584492.357,570598.085,604871.2565,617561.373,609508.3656,623579.3477
11313,7,1,0,44,2018Q2,4489,582972.1123,591844.4281,582760.935,594518.642,604523.1426,631185.0019,594494.2589,596414.3291
7751,8,1,1,5,2020Q1,3095,600201.3641,589094.5356,619480.3525,627923.5256,621385.5718,590747.5078,612406.9751,604737.796
6610,7,1,0,4,2017Q4,2643,591036.7777,589475.492,573584.2928,596297.838,614634.1668,621054.3944,584053.6778,626042.2066
19030,7,1,1,5,2019Q2,7917,601040.0101,602146.6411,628513.0897,618957.2199,576552.6634,603270.855,631252.7163,601266.0865
7862,11,0,0,12,2019Q3,3135,574855.1721,617534.5624,584360.8815,609519.5048,572560.0555,572944.9084,583346.6261,604925.8792
26530,4,1,0,12,2016Q2,13347,613641.5804,575818.1182,591789.2275,571887.0234,580913.7497,625866.1727,603875.096,575286.2912
20749,8,1,1,5,2017Q4,9025,619546.6778,610954.3526,596308.1382,626372.7924,612674.656,588238.4512,586722.6218,613501.8674
12866,9,0,0,12,2018Q1,5068,590957.7646,574954.9801,626035.8501,577149.1844,622237.4981,607912.5169,576399.2203,613602.0992
22323,7,1,0,25,2020Q1,10244,571791.7976,611809.1378,620473.4816,588028.6763,613162.826,597279.9255,628934.7133,599774.425
14723,9,0,0,35,2018Q3,5795,585192.4665,604242.4955,595368.7076,591296.7864,606465.3464,593340.0241,591787.1142,606331.9999
15230,6,1,1,5,2017Q2,6002,606832.6387,599944.7055,594029.5543,591200.2464,604359.5789,618207.4742,614144.5739,597131.0673
10120,8,1,0,13,2017Q4,4056,603517.845,585195.2414,625964.6883,626388.2145,680478.9212,617340.1442,761412.523,581808.6338
1415,5,1,0,12,2019Q4,560,619058.9342,612775.4438,574556.9446,616309.006,623001.4549,588641.5284,603930.871,627206.1548
11048,6,1,0,35,2018Q2,4400,604606.5354,587693.3492,603147.5133,607941.9448,628186.3825,624111.3127,595129.0303,588984.9278
20122,7,1,0,2,2017Q4,8581,584750.9959,583890.115,589914.5987,602809.8975,574301.1056,620146.0926,598218.139,600547.3567
14758,4,1,0,30,2019Q4,5808,596527.7331,625996.5385,616851.4489,625433.9389,583293.391,628665.7374,599821.4347,625376.9138
6027,5,1,1,5,2016Q1,2403,591154.6661,606590.9274,594498.2126,589316.522,619563.4041,571854.2574,578099.4159,575515.5091
7630,9,0,0,21,2017Q1,3040,628128.6245,612085.8578,628109.1534,626263.1004,620007.9957,639320.2625,697349.1345,619196.56
15173,5,1,0,13,2019Q3,5977,593881.9617,613830.8302,602896.1969,595594.6901,609407.172,595438.6082,642892.1771,582545.0742
10637,10,0,0,16,2016Q3,4242,594588.9942,580825.5083,571482.7131,599056.5174,617977.7066,614028.1761,612897.6894,571445.4929
8503,4,1,0,12,2017Q4,3397,577302.6603,574063.4948,600863.8254,627036.063,596556.0359,620713.7524,591794.1976,625208.3593
5378,6,1,0,33,2015Q4,2142,621373.5667,624088.4747,624566.7773,591578.3166,593788.7804,625968.1565,619725.3686,601134.434
8836,5,1,1,5,2017Q4,3537,569663.0068,571395.7688,578468.3216,588681.0186,622899.2978,579133.4203,604606.4886,597187.6718
2211,6,1,0,3,2017Q1,874,627702.7834,602911.4406,590035.1751,579693.7569,588411.8927,611736.9171,593439.1799,571140.931
4771,8,1,1,5,2019Q4,1907,569271.4077,584530.6097,610298.8132,603902.2969,626397.6333,593711.277,603093.3954,625780.3729
5175,9,0,0,23,2016Q4,2067,579218.1924,627033.3604,590972.9332,572762.4617,571792.5819,606832.6473,587383.3506,610715.2755
1056,10,0,0,47,2019Q4,413,627002.8925,610825.3426,613358.1529,626330.2751,622798.317,589175.3956,605554.2714,602733.5676
4218,8,1,0,2,2019Q4,1688,587516.0489,625440.4918,626999.7751,594100.6925,570977.7811,613273.6607,572528.2293,616517.7816
18494,9,0,1,5,2018Q4,7621,611260.9595,626117.4403,613779.3945,577187.1376,592026.7224,606995.7936,588377.2982,608518.0581
7843,8,1,0,3,2017Q2,3126,618658.5985,572813.4929,604905.7073,600803.8899,574489.6524,597364.4015,587660.5595,599147.6104
22906,7,1,0,26,2020Q1,10818,595115.1598,587548.5783,625794.7082,599505.3789,596790.9061,585012.0598,606511.6847,621065.8145
4925,7,1,0,4,2016Q4,1968,590917.3543,570291.4519,616859.8369,619761.607,608064.4681,588651.2432,573484.9295,596543.605
27502,6,1,0,12,2017Q1,13730,594955.0672,586105.0658,608560.5944,581424.9804,596005.5855,624838.5224,584740.6072,582322.4135
3619,5,1,1,5,2019Q2,1439,604623.5198,603803.8494,615690.5506,578375.0138,577173.1713,621753.1122,591778.6708,574150.7346
16772,8,1,1,5,2018Q4,6732,615009.2339,573096.2125,596795.5363,598669.9926,628597.2403,605691.4606,582581.7184,590532.6616
19095,8,1,0,0,2016Q4,7951,626804.001,583236.8341,614981.7188,610789.8232,628557.4598,577008.5752,611672.3139,608667.1155
25579,6,1,0,22,2015Q2,12983,598443.8756,600958.5492,619840.7769,576735.8094,604325.4125,620593.4034,604736.7634,588861.4283
135,9,0,0,11,2018Q2,57,573144.0665,620985.5606,618396.6796,587664.7794,625823.0022,598508.2549,597018.4346,601322.8272
3130,8,1,0,19,2017Q4,1240,575520.4275,606559.5981,575779.7628,601533.0552,576256.1588,573379.7307,597029.6748,616603.2734
19817,8,1,1,5,2017Q3,8391,626296.4181,574722.5998,628678.1985,622199.5133,600853.3662,608496.6532,628212.0859,595443.1941
18349,7,1,0,50,2019Q3,7546,596751.5634,625801.7024,634393.5258,618398.7216,748745.6437,709406.1523,728393.9424,606652.3547
20996,7,1,1,5,2020Q1,9176,609663.7293,582817.7354,609249.5621,589364.4685,582200.3172,588548.4056,613559.5449,607571.5509
10320,9,0,1,5,2019Q3,4133,617328.8975,625580.1534,575594.9534,606582.9861,589515.8005,624794.9434,575389.4721,619252.3787
14858,7,1,0,12,2018Q1,5849,570425.4709,614612.332,609261.3347,610854.0745,569801.3585,616868.0543,606146.4471,606268.6464
12139,6,1,1,5,2018Q3,4814,615903.2758,584606.2592,590669.6,588973.8244,571792.6729,625034.5781,571678.331,578570.1448
2386,6,1,0,12,2018Q4,942,572668.1908,585584.9024,581027.8655,596191.1987,603227.0301,621460.948,617251.9795,581862.2362
21369,10,0,0,4,2019Q4,9464,582597.9174,614890.094,579067.2382,617429.1022,594118.4276,576850.3072,583211.8036,577455.4812
6294,10,0,0,19,2017Q3,2517,616555.8453,613429.2874,586219.9053,577651.9012,633879.2053,577580.2417,629884.4666,587684.0478
6343,10,0,1,5,2017Q3,2541,614083.9014,585263.0507,592856.0478,610225.5658,587944.0126,614060.4257,590159.4465,587406.382
10266,5,1,0,13,2017Q2,4114,588017.6661,593323.8351,614421.5556,583703.7564,629669.515,573492.6033,576317.3519,626204.5641
4653,3,1,1,5,2017Q2,1860,577672.7096,608906.8965,593392.8946,575679.9477,577775.7117,599073.2217,615857.1004,570255.8001
22791,7,1,0,26,2019Q1,10714,620856.7312,577661.102,607892.5272,572573.1542,633093.7797,600736.1149,673532.4176,626120.5694
25810,7,1,1,5,2018Q2,13065,610746.7389,570821.8463,587494.161,620021.8494,607114.2483,629386.4976,625694.7248,582679.0665
12278,7,1,1,5,2018Q4,4857,581211.0975,572581.9987,592456.1427,616495.6035,591602.3258,615431.4741,595898.6547,610031.606
21047,6,1,0,0,2020Q1,9219,597624.6566,575425.1919,575987.5637,620419.684,629185.8509,621626.9089,589963.2889,594076.123
23508,10,0,0,14,2020Q1,11491,581928.2373,622218.6812,573069.4863,609761.3881,605682.8796,598733.9134,615062.1659,624759.2559
1487,9,0,0,43,2018Q1,588,604017.7835,580837.4706,585840.7889,617679.365,588268.1142,639364.2044,625253.4338,569262.6051
9795,6,1,0,15,2016Q2,3929,591225.9904,613404.8432,598844.9822,575750.9923,627102.8239,585319.0776,613873.0951,593064.8148
6587,10,0,0,35,2019Q4,2635,606154.7256,605024.0209,580332.0293,589669.6046,596639.2595,573100.1884,595489.6289,608724.2329
22618,7,1,1,5,2020Q1,10532,615930.7108,626003.0266,586877.2502,587167.7329,569841.2999,580557.9348,597966.1927,601505.0303
9118,5,1,0,12,2019Q1,3655,580785.7753,591498.6163,577614.7907,581396.9414,576534.1254,592468.5666,617365.3565,603952.6582
19386,8,1,0,0,2018Q1,8124,608038.6155,614287.5883,613683.5915,626014.1956,575122.0175,577793.3655,593238.6144,594859.6784
4187,10,0,0,12,2017Q4,1673,617648.9534,592586.3679,574656.4621,573646.9959,623679.3996,623632.4123,606606.3743,575340.3705
6787,9,0,1,5,2016Q2,2713,572964.7623,617390.1877,595044.0981,599706.8548,616023.7004,613366.0454,583165.4582,585328.4408
6119,6,1,0,4,2018Q3,2448,578745.7485,578881.3442,613031.3596,579009.6295,627761.2067,601519.1559,595125.7933,617287.4921
15037,6,1,0,42,2020Q1,5916,574204.3686,626117.0742,581303.4425,594275.1479,615409.0875,622102.1911,624008.0024,607556.4031
18985,8,1,1,5,2017Q3,7889,624908.5749,577997.7947,611161.1045,617824.4259,580116.8841,595797.1411,609014.0281,588303.789
2062,4,1,0,2,2019Q4,809,578879.132,611425.8405,600712.9027,622866.8444,583816.1621,575364.0414,622848.804,607092.6161
1338,6,1,0,18,2016Q2,525,609899.1249,611134.4217,626879.252,594040.615,621867.924,604321.1951,603524.738,621278.188
7995,4,1,0,12,2019Q2,3186,590584.2704,596599.2916,605602.9635,587981.547,617252.2023,612832.1796,582623.7571,604611.631
17828,8,1,0,11,2019Q2,7277,611027.1804,577230.4547,625213.3558,594465.3249,622552.0824,597184.673,595544.2753,596200.6215
16465,9,0,1,5,2017Q1,6588,610016.0901,589152.9177,625875.3166,613572.969,607943.9818,621394.8905,616660.9795,622363.6015
6130,5,1,0,12,2019Q3,2453,612709.5241,570127.4515,619919.9516,593172.2744,591628.6183,602731.5374,607763.9542,590845.3072
938,7,1,0,8,2017Q1,375,624271.9392,616087.0735,592993.2152,588623.81,569434.442,593081.9802,618371.3568,587633.5063
9759,5,1,1,5,2015Q4,3919,696545.2656,610288.2269,752395.2599,609890.4305,811998.277,831761.0295,685241.9901,657263.2147
9511,7,1,1,5,2017Q4,3828,599006.9361,589206.7938,624889.6249,622789.7352,578745.6581,618250.0229,608689.5509,616513.6102
627,6,1,0,15,2016Q4,263,581219.7574,569042.2581,573358.7688,601562.0871,571681.4211,602861.6421,601379.3949,620403.6999
27396,6,1,0,13,2019Q1,13688,594815.2384,617705.2488,576793.8105,607602.3599,589698.3398,572471.0476,616299.473,604095.3643
10746,8,1,0,14,2019Q2,4282,590537.8639,621229.576,587630.8353,609920.4006,621752.3435,619893.5723,617917.249,598526.8473
28200,4,1,0,12,2019Q4,14024,576239.176,616911.3951,600699.5739,609990.9277,624792.7515,574084.2216,602216.1224,628646.637
6953,8,1,0,24,2019Q2,2765,580862.6647,573213.4734,598948.2123,626535.2924,593219.6736,612299.0677,612278.3695,598282.4373
4483,11,0,0,12,2016Q3,1802,587300.0286,616158.3593,587635.3992,579260.2792,558117.1016,648554.9056,647936.2096,594370.3168
21396,8,1,0,21,2019Q2,9477,617214.8944,621858.7852,591734.4134,574455.0089,582959.4185,585907.3851,614754.4293,586651.0281
15582,10,0,1,5,2020Q1,6180,575226.0129,622361.7039,578944.1788,599592.5082,602455.705,625860.3305,594715.6628,594168.3784
17548,7,1,0,42,2018Q1,7133,578474.2563,603629.9306,612750.9529,594181.6429,611753.0671,608706.1036,581281.5916,575866.1644
282,6,1,1,5,2016Q1,121,609096.115,611425.1423,583824.0332,573723.0054,608448.1624,594427.0341,582952.0456,595448.9256
20496,8,1,0,4,2020Q1,8863,614999.1236,593875.1883,593101.0017,620774.0839,625875.0902,593839.225,608019.5921,601586.9931
3598,4,1,0,33,2015Q2,1430,666760.4679,604262.8836,641413.0874,624928.7618,813456.5691,733165.3808,659549.6129,734256.5559
7091,9,0,0,12,2017Q4,2820,615800.7538,586401.9949,584303.4449,581250.3804,602571.8514,611940.1349,617734.2462,620564.3554
25029,7,1,0,12,2019Q2,12764,615738.022,581067.19,575133.3305,628450.6785,618895.9261,570591.4556,595623.6876,617155.721
17333,7,1,1,5,2019Q3,7026,625379.7541,609003.2138,625652.3711,591907.8387,598754.739,607684.8058,599642.5412,625508.3405
3390,4,1,1,5,2016Q3,1342,579632.0491,616923.0245,617999.9183,602298.3151,626835.9623,616444.9405,573915.0353,623026.2331
13822,6,1,0,21,2019Q2,5442,597904.7428,627612.38,604527.1034,571152.1586,610497.8008,600655.4663,608527.7272,576616.5646
18534,9,0,0,42,2018Q4,7645,581492.3667,603453.9111,617746.9871,572797.9566,625678.2736,586491.1,617677.0364,609772.0918
24585,7,1,1,5,2018Q1,12607,582821.2982,621480.0877,590982.6415,621244.6547,623357.9078,619084.3787,577403.4199,603824.0226
19107,8,1,0,33,2019Q4,7961,611755.4409,608014.6993,584815.0426,570519.9662,604851.7598,585903.9426,626176.9184,582719.2081
20195,6,1,1,5,2018Q3,8632,583223.2158,579960.0118,623421.883,572314.5801,588025.1294,615834.1749,610244.4638,598769.1878
9100,11,0,0,11,2018Q2,3651,579161.4854,592135.6399,611956.3582,597498.9773,606416.7199,580697.6965,572337.8947,571347.9119
12570,8,1,0,80,2018Q4,4968,602096.6642,612995.5399,572070.4496,610078.2705,600587.6588,613980.9127,608216.2311,598303.8555
18533,6,1,0,42,2020Q1,7645,620714.0484,584674.3119,576386.3259,607515.8659,603069.0613,572182.1267,586778.7977,616793.0503
6772,6,1,0,34,2015Q3,2702,586631.1023,582557.9937,594219.4555,623259.3519,606640.3044,628002.8972,620676.7696,614631.7737
26332,17,0,0,20,2019Q3,13274,609789.8558,574002.6127,619466.7407,627699.7839,620472.8012,606966.58,569723.5488,586131.0721
24952,8,1,0,19,2016Q1,12734,609020.2729,625558.2085,621645.2708,607026.0665,599394.1054,622363.3911,618564.2404,621082.0513
2590,9,0,1,5,2016Q3,1026,616369.7488,602129.9809,581015.5759,598160.643,619220.1809,604913.5649,622998.2094,611546.8354
24640,6,1,0,16,2016Q4,12628,578936.4631,572349.1521,583820.3951,602152.1307,625232.1639,575769.978,610687.5417,603689.0975
12735,13,0,0,33,2017Q1,5023,602331.847,622062.9642,613899.751,589382.5088,613380.1339,595976.2764,605516.5358,590730.8256
26041,4,1,1,5,2017Q3,13143,577754.5998,605904.1064,617871.6538,627640.8258,584119.6363,583392.3066,587127.7242,587833.322
5277,5,1,0,2,2017Q1,2104,600062.8715,569061.3729,627395.101,593883.7471,599427.4128,610732.8143,604672.1942,570926.4096
14124,8,1,0,12,2019Q3,5543,595806.1356,616051.193,597535.355,600051.9438,575309.7843,599814.0944,599745.4316,584805.0106
