,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_22_Y2,Variable_20_Y0,Variable_19_Y0,Variable_3_Y0,Variable_24_Y0,Variable_14_Y0,Variable_29_Y1,Variable_12_Y1,Variable_13_Y1,Variable_22_Y1,Variable_22_Y0,Variable_21_Y0,Variable_16_Y0,Variable_1_Y1,Variable_29_Y0,Variable_1_Y0,Variable_22_Y3,Variable_12_Y2,Variable_9_Y0
23971,5,1,1,5,2019Q4,12061,605878.828,598435.4886140997,597783.7926566646,592141.8021181297,598479.6689937317,583214.6962,597337.8153202021,597917.2253285164,598812.3702806127,602505.7865,627107.5933,598561.4537282066,606606.265939339,624687.9419,596472.0107282065,568987.1818,598706.7949756415,598099.7016990875,592282.8429029427
3892,5,1,0,0,2018Q2,1539,573440.2062,623988.4091,571706.2745,617123.5444,613149.9766,577628.2775,600788.9839413165,577645.2991,595065.5706,593980.6196,621873.2837,593703.7787,622803.6199,597338.0196,602336.3469154512,576009.8517,603172.3051,591230.4108,575822.9094
21718,5,1,0,4,2016Q2,9727,578519.2103,600984.8538,580240.7661,612369.9848,622614.1909,594161.6455,603557.0793802161,615336.8874,623857.9764,581862.5613,607655.7293,594248.2729,652131.6758181873,594045.9596,599272.5374504821,573020.7967,599427.5027573863,623932.7452,611801.3805
4834,4,1,0,10,2017Q4,1931,601005.3149,628091.5153,593399.7048,619309.2467,609362.5123,625016.0752,601638.9829522787,579293.7901,596120.492,617511.2836,576849.1771,577974.7518,654150.0623414787,600750.295,599472.8060323668,617944.9147,590852.4057,606536.9521,591298.7771
3831,6,1,0,12,2016Q2,1515,570212.6129,589343.8868,620642.9752,623880.3524,610913.1934,627345.1798,607295.4227,621319.7102,586763.0238,584164.6118,620841.0597,619885.7831,614232.5499,590049.547,625733.6469,612259.366,598914.442702517,599755.969,622013.8425
24405,8,1,0,4,2016Q1,12544,598625.5668,628255.8348,612451.1785,603449.4873,611773.2747,584975.5476,596127.1136,601272.7237,618777.0593,621644.0745,616841.6383,596179.8323,574232.8827,591845.3813,582350.7943,576675.9278,598877.6885099222,618179.1461,589188.6866
12958,3,1,0,12,2015Q1,5097,597110.4743513555,575014.7018,597067.1864,570925.0651,616174.8026,605805.9574,607853.4341,594117.9942,569888.6952,600327.3355,622825.5969,584914.9678,577733.5465,591816.9511,576794.2433,592071.9276,598596.6848037271,598498.4276620857,589762.3826
15015,8,1,0,13,2018Q1,5907,625238.3748,591316.6135,605262.9503,620335.0048,613431.3507,617122.4216,607921.7845,611555.8691,600495.4833,571963.5045,576239.0024,593649.8156,593157.954,620942.0727,614188.0238,612265.8009,613067.1611,596393.4306,579465.1666
5604,6,1,0,1,2018Q2,2237,589315.4879,622820.9827,598696.4958839932,592648.2646474885,609952.1404,616099.0929,595766.4623461384,580078.288,598769.7508993377,587141.0783,609393.6392,600292.6565,623725.2511,621278.3413,596908.508290479,590537.8036,606305.2051,589707.6282,602776.0278536836
6851,10,0,1,5,2015Q4,2731,599997.4024072171,583443.9796,593080.0864,572048.0504,601278.1555,614748.8655,600404.6818,593496.2143,580565.9761,591952.5203,569602.444,586388.471,621972.4242,573327.7736,622229.1715,624432.7192,598861.6170069725,598303.7267016117,612975.9356
5572,4,1,0,12,2016Q1,2222,572785.578,606524.2074,598567.6664,591042.2875,600058.7359,570739.2829,601171.0199492127,569469.7445,618077.5662,589596.8256,602247.5384,593539.7209,575433.2238,603607.135,598216.8455930116,592384.7358,599132.3612728014,573632.0797,605006.9086
6435,5,1,1,5,2015Q4,2577,598238.3838420432,575121.3132,612425.7971,574907.1912,591401.2576,622328.4284,597856.7130961946,605540.5476,592331.1645,593344.0324,589226.3095,618020.7607,612423.7677,593917.7939,599983.123686197,584377.0686,598785.5163239618,598116.0249264482,607339.1332
25033,3,1,1,5,2019Q4,12766,614724.0916,588825.647,626413.5733,583224.0008,604477.368,620245.9974,600372.9633,602672.2751,591222.4756,611159.9068,612638.1213,569398.9961,595737.1302,593152.0079,571371.3595,637485.4715,605387.6845,614882.1005,616959.6729
17978,6,1,1,5,2019Q1,7352,592194.115,615910.9938,582464.467,594993.9872,604817.5432,570515.345,591616.7568,617781.6092,598688.6973,618416.8541,617556.3581,589794.7994,598008.9535,574177.8522,582814.5012,620776.6966,587105.4597,581068.3465,569727.6187
5779,6,1,1,5,2018Q1,2303,605977.6023,618949.9257,606063.5262,580694.6055,572451.8879,605610.2707,625253.2373,580998.6728,583257.2361,615092.4429,572638.0864,615035.414,592610.7817,593152.8323,600434.305331998,609057.5385,618251.4066,619678.4537,604429.552
22594,5,1,0,4,2019Q1,10506,620616.1907,578068.0128,618691.9716,607555.7084,595089.2213,571610.9051,624645.1266,619469.6637,607493.4758,582304.4074,572347.241,584382.6125,603776.8671,627517.1357,594131.403324902,623597.0183,599237.5448318336,625438.2729,569831.4682
4675,7,1,0,18,2018Q2,1869,621033.4635,575894.0798,574727.3935,597060.0621,625121.5786,617504.6063,578937.6469,581083.1073,615120.1285,586170.4153,582402.9022,604048.707,595232.1369,584661.0539,582847.0455,579728.0526,582394.909,596392.7687,589414.0513
8069,5,1,1,5,2016Q3,3215,606484.5776,588014.5631,605306.4569,613209.9727,617849.2249,589238.5458,600700.0008231085,587621.4999,594421.1001,626050.112,611948.882,615612.0314,617048.5861,577103.2432,596967.7651477455,590971.9246,598940.4747882418,596149.1881,595749.0457
24970,5,1,0,4,2016Q2,12743,596262.4204,568863.485,578488.9704,625469.9098,615258.3913,575202.7774,597305.1850400192,618045.8066,611122.8711,605841.3533,622431.86,605174.5158,600178.6599,608859.5389,592746.5913300439,571711.9108,598842.895681283,612807.9416,575609.3504
25150,6,1,0,6,2020Q1,12819,596578.042,607019.4348,578369.4536,598517.6264,584296.7668,614776.1682,601342.7159602635,569456.2395,608475.0779,614446.4683,579210.078,585756.861,619631.9224,574286.8632,597590.8453406238,606377.495,622456.8311,589720.5061,581895.0538
2031,6,1,1,5,2016Q4,797,575416.9258,623690.2216,589764.0407,625686.1878,588839.5766,571338.5364,625923.8173,615688.2773,618955.9515,626809.0489,627951.1864,587200.9197,596560.1917,582856.1864,624263.8329,621846.5175,598910.7594856832,594888.3711,598113.203
28112,4,1,0,12,2018Q1,13984,617819.6714,573838.4217,593956.4235,596919.866,576258.6779,613162.7556,577774.1736,605888.5257,601495.4117,618986.3014,589837.2675,592391.6078,584381.5586,606772.0141,587275.1332,576261.4942,580468.9027,593338.4824,601876.4229
21502,10,0,1,5,2019Q4,9561,573548.3649,573750.2284,615940.1223,601034.2296,586355.5654,580497.4488,573476.4993,574214.6621,585344.2636,605895.9176,627148.298,577283.4025,586636.7027,587174.1692,591840.1617,615287.0011,628386.2178,588837.8361,583876.2978
11852,8,1,0,35,2014Q4,4715,600021.3999880637,598879.8286,599045.7816,573555.7036,569344.0675,599863.6488,597055.5641260404,598469.093820648,599244.3204495363,597124.0995650035,618221.1657,582184.5137,655813.0404237102,598726.0540106702,614394.153,583339.0246,599203.935179043,598328.9854305614,620387.0589
14461,4,1,1,5,2016Q2,5684,600291.7845,589111.8266,591469.3162,615682.8579,625169.9159,610860.9724,602803.4324,607039.3045,618515.6455,621454.6004,575305.0296,606394.3445,615203.0471,624534.7745,627040.7788,605435.0612,599085.9448739293,601100.2757,595604.4766
8841,13,0,1,5,2015Q3,3539,607963.087,576578.2238,595166.5469,619710.5964,617678.2108,590704.4354,580318.2632,568842.8502,581507.4528,574823.9393,597892.3472,581197.7977,594071.7269,621334.9181,572950.1027,593006.4783,598827.9943244056,577305.2106,598151.8028
8765,7,1,0,32,2016Q2,3503,574970.8381,621945.4741,587402.9031,625521.6545,584691.9534,591573.0674,615693.4229,598945.9888,590503.8979,600362.2615,589223.8001,601503.0873,584500.5699,588302.3797,624225.2394,597274.2562,599462.1366698962,582464.3768,629178.9746
19738,7,1,0,4,2019Q2,8344,621218.4998,589309.7029,593538.8953,584917.6255,587083.1334,620156.6877,599621.0311,609190.3116,581808.221,609000.878,625588.452,593450.374,574415.9599,588592.0253,585863.199,627232.8009,576968.5222,581337.6932,613363.352
6231,7,1,0,34,2016Q3,2493,597422.4247,600878.5595,594513.7724,603866.1674,582595.1821,588177.891,596960.9106111265,602765.6654,602941.6109,585291.2766,618687.2934,574773.9107,598368.4472,579042.6031,600339.4438230316,588181.0345,599431.1186864877,597559.5095,631478.5011
14979,6,1,1,5,2018Q1,5891,583029.3886,622756.4448,576441.3585,569023.0871,624284.1096,629187.8826,606332.6034,594522.2701,603201.694,617006.4118,580235.0831,613757.2701,600525.3765,569902.0124,599209.4302022969,592637.4862,625628.4871,595729.4258,576807.2132
2934,6,1,0,4,2018Q1,1163,620710.3483,596133.1999,585888.7991,585859.5486,624410.1973,603747.7358,597018.2749413151,589169.3618,595865.8453,624324.6809,622426.1912,627688.8458,612863.3703,577171.0304,598828.1755214317,581724.2028,595756.3425,593668.435,606855.6952
25087,5,1,0,96,2016Q3,12787,599068.7444,587220.75,603053.9111,620692.7622,617383.4739,626180.616,599565.5525026713,571285.4539,594189.8758,599163.7711,604828.5848,618778.1012,616439.6078,572555.6632,599131.4974807668,585221.2177,598928.2390994668,593034.9456,598960.9334
5442,6,1,0,2,2015Q3,2169,599380.2096790738,590503.76,589129.2166,592796.5123,575291.2859,601090.0281,613208.9671,582545.7845,614380.093,612263.8356,614275.3652,580324.0577,604780.4968,571217.9822,608825.6575,627224.0158,598826.8581633677,598288.0030255929,601631.6906
8949,8,1,0,80,2015Q2,3581,599692.3596000299,613163.3785,581517.5022,608606.5946,618513.6235,623973.0617,571148.3149,570828.6636,578702.2854,568836.8619,627751.9191,576058.2793,655218.6459774384,624181.867,576707.3573,573769.1553,599015.7361451765,599088.3607725952,594517.9548
21319,8,1,0,0,2019Q3,9421,579087.4183,617520.8965,626911.5991,572623.0037,623293.2149,593050.8241,583191.485,615255.9484,574651.8317,595641.6107,607177.274,603718.0285,570867.8229,572658.47,598549.3328105874,597553.3384,598134.5744,628587.6298,604199.6712
10542,6,1,0,8,2016Q1,4214,582569.5388,605541.8952,570596.8004,586275.5663,602096.0478,601925.8937,594033.0116,625218.994,574400.041,608362.6517,627699.7754,620350.6939,655930.6449742945,596244.0851,579592.6037,608607.4986,599216.8392746783,581441.0123,605854.3863
8205,7,1,1,5,2016Q4,3270,604051.5627,620124.1079,605317.293,621101.2712,628372.8814,621382.93,625540.1667,602239.0065,580061.5384,592131.725,586689.5692,592803.502,610808.0367,582844.4277,623544.7342,604482.791,585222.1007,606659.2892,602261.8186
8458,6,1,0,53,2020Q1,3377,623415.2732,587428.7709,623039.3214,608046.5998,594606.0848,595435.4989,606805.7133,622900.8587,571566.7712,622418.0783,606907.8632,580585.6541,607541.1372,573738.9014,581707.8637,591247.8052,568891.3146,598576.9488,591760.5397
24018,7,1,0,42,2019Q4,12132,628201.2926,586847.7955,594429.8867,587534.353,571432.1775,615346.6145,583820.8625,624275.2982,569598.9722,575660.4791,623160.6944,583525.6216,654940.4872561423,603824.3682,581701.2779,602099.782,590121.2594,616212.0571,590744.4353
25189,6,1,0,8,2018Q1,12837,571111.0853,620925.5429,608722.6824,578854.3821,583412.1183,598976.2521,629151.3727,594965.0145,617379.6933,620925.3151,592228.8704,576474.9795,655660.0821140982,593267.0744,589539.3677,591556.6456,604994.9302,609387.6449,608589.6915
563,7,1,1,5,2016Q2,238,588615.6654,578539.53,599552.7008,622821.5783,596243.1398,627824.7279,617832.9832,595597.7846,597799.3058,626855.0954,603811.4536,575197.0562,611008.7991,592163.2091,611393.8863,568755.6509,598859.5433026974,605558.0436,625890.9664
23417,7,1,0,35,2019Q4,11386,615170.8581,598663.0372,577672.6099,620361.7837,615440.745,616064.0776,615848.6356,577438.0907,598802.2126910553,577990.2105,621065.2129,610288.63,606604.9566084162,622160.9781,581836.5208,595946.3577,598628.4096404527,622821.8068,592966.9096219166
1851,7,1,1,5,2016Q1,730,623493.9837,601075.4753,591349.0045,597779.5878,621850.0351,569156.7526,595509.0308,622116.2076,624419.0932,601183.3374,590673.8271,610248.8887,607999.3177,619311.7665,582718.8246,603289.8394,598527.5160339128,590359.9593,589583.8302
16941,6,1,1,5,2017Q1,6824,595828.7177257859,586230.5321,574415.0539,626692.958,627721.6196,592045.4079,596541.3976128639,599290.3074097923,598725.9161851266,595497.941528949,618305.5548,577416.081,626907.2512,597770.1328419787,607023.0436,616654.2363,598481.8600705548,598768.8827700479,576412.0441
26662,4,1,1,5,2018Q1,13386,622551.1347,586939.7176,616270.2382,613973.4164,580495.1645,588259.0317,620562.4079,569612.9539,620875.9054,595904.3484,586450.7693,585252.93,613907.5234,620850.7936,580974.9373,584945.8717,587920.6412,604539.4004,591617.4224
18933,13,0,0,9,2019Q3,7865,624035.1148,627488.1335,588971.6263,662195.4075,610770.41,599353.6583,605958.6299,585420.9694,602577.7117,597058.1997,574042.449,600481.4339,627527.0823,592568.2452,621891.5215,612393.6591,616909.631,572272.8959,579809.2827
9084,8,1,0,34,2020Q1,3645,590781.4706,623393.587,613263.1222,611866.8165,569624.4581,584330.8145,582347.8118,582407.8255,599698.571,624790.7441,614505.4332,572967.636,610288.1996,574877.8216,625375.479,603421.003,574205.3551,596773.3517,623986.254
19163,5,1,0,21,2017Q4,7992,570768.0014,573973.6623,582179.2426,590825.381,615008.6457,575091.2357,607409.1441,623401.3542,600077.8124,615561.4481,627840.6004,600904.8731,575146.905,612370.28,613133.8116,579794.3318,624819.0455,604707.9088,594210.3428
17271,10,0,0,11,2019Q2,6993,585030.0253,568973.1618,613320.1201,618645.5198,611254.7692,577390.9407,608150.1591,585139.4038,590546.4104,629207.0255,573335.6016,586662.947,612752.9298,625601.6879,602676.4212,628205.8228,599791.9229347778,622272.8402,628982.8718
13232,4,1,0,13,2015Q1,5197,602750.179924525,578495.7647,629065.5176,605773.8036,571678.094,606069.3701,604540.6913364404,598275.1911703257,598829.6089710664,605123.6993337991,570256.2926,585045.0037,596753.3088,608015.2942401371,601131.7059733067,601360.8488,600065.5908147179,598398.9654302443,644795.9148
7417,9,0,0,4,2015Q1,2947,597966.010933522,580496.4627,599028.4133,603522.0417,618470.7279,586055.1816,618156.071,592014.6563,579332.3845,581132.4397,608216.2246,625017.8504,585276.0699,611233.2566,592507.1834,625165.6254,598968.0226581057,598489.4457214695,616803.2569
10625,6,1,1,5,2015Q3,4239,596306.709847701,580491.6777,606648.6923,578145.8526,620294.4212,583400.4877,597127.7895,590514.152,573175.1232,575678.6806,599570.756,607873.6746,580816.0842,579036.7691,610224.7716,603437.4752,598581.4967803896,598351.4605156769,574015.5445
19040,6,1,1,5,2018Q3,7921,598525.4617,600964.3874,624369.7051,620740.6776,578083.6992,625860.7945,598235.6051814355,616061.5032,591589.9453,581053.1272,626631.1419,590190.4647,600616.9821,628970.2382,600897.5985310095,586841.5654,597837.4015,602211.7591,624255.0511
14558,3,1,0,2,2016Q3,5725,591204.2076,585617.949,628769.2968,584193.7241,613371.3181,610894.5285,627104.9339,598915.4878,618222.3276,591457.6667,629090.0267,609210.7355,605198.4862,610868.0309,624542.4507,638402.6731,609061.9923,618490.1913,707088.8657
7042,9,0,0,34,2016Q3,2799,577722.947,594203.4635,683182.6951,705765.7351,613627.5279,600232.6423,594943.9148,621035.6314,620598.9077,631207.3808,629421.6827,597620.9309,578731.2308,619299.7868,591011.3476,607216.8,603169.5072154356,573038.7635,665655.5312
25814,6,1,1,5,2017Q1,13065,585915.1717,570319.0397,603803.1777,590986.7968,597779.5968,603609.4015,596051.8374,625646.533,591257.5701,624570.7667,616901.6679,573059.7045,587356.4129,626968.159,570479.0109,576207.8045,595083.3585,575825.0754,582537.5627
3632,6,1,0,4,2019Q4,1442,574239.9127,579870.2237,603501.1499,590687.671,574747.4082,612099.1837,573867.8002,581497.1125,579809.5291,568668.0061,622386.4088,597863.3188,620652.8309,625089.4971,595269.3454,626104.8159,597343.9179,578912.1768,592999.0295
20169,3,1,0,18,2019Q1,8617,582587.549,611734.6094,614470.1569,588717.5154,621320.7368,619196.8147,602385.1352,618135.1798,597318.4139,606148.222,620736.4651,604101.8904,593097.2509,577027.6008,573959.7445,609311.7989,598611.841,592111.4395,590588.4839
11934,8,1,0,33,2015Q2,4744,598087.3303273891,620294.4763,596792.3989,580629.9984,568812.6637,594650.4274,625121.3271,587540.7837,585836.5611,579205.9351,620892.1711,588726.3151,655561.0756077603,572913.4733,627540.1924,574261.1126,599158.8376368667,598941.2368039644,582363.2168
2358,6,1,1,5,2015Q2,930,599640.8247609218,591025.6817,574404.3719,587272.1187,612951.8074,610919.3513,613217.3841,592836.034,620683.8305,579761.0531,587909.4046,586935.182,620958.1104,578700.5069,573719.8058,627195.6914,599776.5705945155,598786.3623437085,596893.1169
21751,8,1,1,5,2019Q3,9758,599935.4009,602479.0434,576295.4282,577351.6615,606407.5595,623341.5213,608566.2787,607544.8044,583810.3249,599405.5266,614793.8505,584876.9649,579152.8161,572188.7399,608517.814,589305.9052,599604.8201456647,600007.505,608046.3168
24280,10,0,0,32,2015Q1,12495,598596.4411513887,619557.4797,625793.3854,582711.9305,603222.9967,627063.8085,601049.2604820003,569225.4156,587136.9029,570451.4905,569812.802,573312.4481,626989.7293,572631.3136,625435.126,623847.1017,598957.6507053856,598243.8468665682,604741.7575
1703,5,1,1,5,2019Q4,669,585467.1499,585368.6736,589109.6799,580812.2456,621911.3679,571041.5837,599663.7968474512,577567.0496,625883.4379,612820.0277,625849.8076,587289.4225,581989.7537,591682.5371,595955.7570947965,609344.6164,611821.4242,603530.1516,638503.7367
936,8,1,0,8,2017Q4,375,573958.5603,624547.998,590618.5628,584792.2686,620398.2515,594046.4152,620072.725,571718.6,579793.9529,607250.7404,616087.5994,608335.1783,584001.9536,620648.8809,589122.9177,625560.5155,593515.5449,587799.096,615948.2533
6140,11,0,0,2,2018Q2,2456,597464.0761,606262.6251,613154.1701,604290.113,580781.565,604848.1343,596165.2481,572802.301,623209.2409,586246.8487,596007.3623,571737.7759,618001.3715,603445.6206,571441.5551,604864.409,603078.5109,582989.8837,617404.9213
24129,7,1,1,5,2020Q1,12289,609515.1109,592089.7619,614197.039,585428.5621,587221.2977,589904.85,608766.5588,620423.0881,616018.2523,593783.419,576238.2378,569667.2109,654334.4924948958,574704.3665,583540.0449,597061.269,599383.3478677172,568667.7441,584303.6961
12505,4,1,0,21,2018Q3,4939,581340.8729,590158.0322,623923.7414,580514.0589,628217.2968,623755.6122,625842.1451,594472.3877,625931.1086,630916.9827,574025.1909,595945.1692,623044.1891,582862.1958,604144.8325,622973.113,597371.2205,580334.9301,620633.5458
2504,4,1,0,29,2018Q4,993,585860.1138,573032.2019,687852.6785,627724.4351,592106.0591,644096.2323,607114.1711087546,576123.1768,572096.1295,600279.5907,641757.0691,570399.1312,653025.7522441223,599017.4213,609949.6109907178,614893.1449,632398.9912,580664.664,712769.9541
27619,7,1,0,8,2016Q3,13785,591317.5473,600192.9986,646659.5799,598083.8617,572681.2007,597416.6971,595887.0365,589346.0747,593569.9811,588876.2139,612689.9331,582506.2864,601124.4867,614702.6538,618347.6691,606724.2444,614657.6766,593897.0149,667313.6301
28106,5,1,0,0,2017Q3,13981,583893.5242,605910.6754,577276.9991,604855.0733,576425.2252,629792.1845,589230.1302,616464.6405,570260.9383,597272.8097,624720.7208,595312.9843,603875.2731,624546.8157,589409.9337,607290.6998,617583.5315,570680.9621,597432.2203
23824,8,1,1,5,2019Q4,11866,599149.5861875257,589463.5678,596257.8574,616295.9111,572828.4646,611535.8328,576905.5137,626820.8811,582757.7053,628048.1026,597925.1202,623049.4365,624903.3771,582566.9696,602900.5601,586271.6701,598691.9775708679,598377.829480295,580484.2198
2573,7,1,0,27,2015Q4,1021,597075.7220275382,597436.5353,609447.8572,620088.4907,618385.5752,596194.082,599373.6746,589497.3441,588879.3409,569146.5137,600800.8463,591198.1873,578770.0165,612292.7202,602675.1163,625421.7992,598671.197300835,598483.6114362439,596341.1005
23603,4,1,1,5,2019Q3,11592,604433.876,578106.232,604682.7584,605202.1856,623166.2333,594958.1894,599176.8095482568,605580.9441,626989.6126,599698.142,591962.1809,568983.1293,611992.2885,583835.8288,598673.2912502673,597496.833,598682.8225298814,569067.7626,589740.2224
1794,7,1,0,19,2017Q4,704,580325.9392,577659.5258,571020.4609,608797.2027,597176.3358,625656.7558,598101.1285400334,582012.8333,569953.7752,612245.5656,616927.608,615348.471,616878.6427,580703.9906,586187.5342,597313.693,582413.8426,575921.8261,614688.9233
2646,4,1,0,12,2019Q2,1050,624291.9155,621327.1855,596180.8772,595047.2065,587594.8437,627772.5833,577447.4948,606544.5537,576788.0385,621122.0344,590869.712,581791.5138,582132.9741,586646.1954,601695.6363,615578.713,626294.5953,626870.8174,583226.4619
4994,7,1,0,4,2017Q4,1993,568869.702,604291.7621,577375.1627,595006.7384,574660.0902,580726.6732,597429.0625,593893.5611,612695.1451,628132.6674,619139.6515,597854.5483,575045.7886,598768.5155,597583.7754,624167.9056,621936.9411,585724.1735,603344.5268
5528,4,1,1,5,2017Q4,2207,598066.5129645749,575637.3221,594158.8501,592371.1013,592047.9369,590638.2779,599711.7039394834,623200.0453,596947.237,586950.8645,612719.3153,605805.1837,616571.7898,572966.8873,599182.5002437067,621315.7188,598740.1283915023,598644.3298398571,619231.2333
6062,4,1,0,11,2018Q2,2417,593546.5779,585462.3147,624295.5899,613774.0825,592725.5371,613377.1044,607430.8922,598065.6513,623562.9854,577665.9219,626241.3807,570085.818,569340.7756,597823.7519,576981.8675,602349.304,619300.6508,626061.1702,627373.1837
5483,5,1,0,4,2019Q3,2187,627604.2759,587521.9391,601841.0596,576101.5087,572344.117,594750.4298,609116.9934,603534.2331,609205.6047,592989.1989,578086.4743,610635.8712,571784.5601,626097.0033,604325.0016,579855.1227,598752.1299,574666.4543,621720.3152
12004,8,1,0,62,2014Q4,4772,598701.9148977909,599241.2853,598993.4013,590548.0866,605133.7992,599448.4479,597786.6816890405,612917.9901,578238.0345,601859.7444,623830.2938,608068.3035,597348.4985,622126.6699,602352.4751937736,590316.1613,598868.6481216258,598393.3353824496,580821.322
492,5,1,0,12,2018Q1,211,627624.4472,598022.321,599074.4817,617979.8609,583645.9851,588070.7562,600248.5228,592238.7608,578677.3002,601984.4353,619077.8114,582094.0744,618584.2107,592228.7412,596472.0256,574636.5967,573662.776,603349.6783,590780.1242
22854,7,1,0,26,2019Q4,10777,588089.5188,573595.7255,621874.7769,611500.7878,584825.6438,574265.1905,594835.6744543597,620303.6118,604020.7288,593506.0782,576057.6445,572865.9298,605797.8752,588725.8009,593761.6592687508,606525.1221,598843.7618345483,581024.6895,577508.0408
2381,7,1,0,12,2016Q1,939,606921.9668,594153.9152,620243.578,585570.6476,603258.0846,579910.966,581472.963,569931.6694,579333.1285,589769.8833,600332.6843,571748.6083,603720.8862,604969.1349,589821.5563,627874.1035,598949.1553420477,622344.0938,608569.5157
19742,7,1,0,66,2017Q2,8346,600586.1353197265,622569.7552,592209.4015,622822.1481,588936.7705,589672.7994,572222.0435,601972.93,597974.2426,608324.807,596615.6298,576384.3296,656399.8851319102,605993.5179,575261.2002,603486.3902,599308.9497894285,598822.4821456461,610324.7695
14377,4,1,1,5,2016Q3,5647,584636.3729,617290.7167,599748.021,580410.7051,607784.2894,606537.9802,617683.7114,601218.6305,628385.1192,571216.8743,628727.2363,611103.1575,579111.3805,589678.4811,573961.852,585087.2767,598970.3061668583,586538.1361,610657.8832
6274,9,0,0,12,2015Q3,2508,570531.8096,605958.901,613316.9728,588295.1891,591331.5467,606236.2866,596264.1379,601575.859,585211.9917,597749.5915,576342.8719,597365.3404,586556.3718,607150.2213,625058.668,616875.8549,598204.8933361585,580287.2832,588607.6468
1461,8,1,1,5,2017Q1,578,586760.0164,606233.2827,626091.1071,569852.4681,627723.6295,615991.1893,612651.8287,624191.3994,605705.4707,614503.1966,611853.0354,622197.2059,580188.6879,588490.1603,570253.0041,611890.6481,598551.9504825745,607407.5385,575862.5466
23503,5,1,0,21,2020Q1,11485,598704.2530603713,611437.2032,588220.7947,614625.8254,617971.4824,601144.7765,599956.4757,592039.8198,591305.6823,617604.6288,620929.508,584585.8529,591912.7226,581910.3732,601976.4372,619156.1587,598848.8636864542,598514.7117900756,597876.3032
6465,7,1,0,11,2015Q2,2585,600479.1998602059,595214.8469,627208.2274,599570.4327,626849.6012,595706.7191,600339.1023,587613.2057,574434.2957,601902.3992,609787.6489,572687.2351,612633.4302,594082.9695,633300.5907,611788.2665,600678.8459184255,598606.4466479995,603574.7642
14327,5,1,0,0,2017Q4,5625,571995.8564,606221.0275,622169.0833,580392.322,617037.1648,623462.5047,600968.7762617676,587064.6459,591325.6813,599935.5301,597831.9241,621700.757,599301.9894,612060.7543,599738.6832519082,624233.5996,599087.3519461087,608372.8259,611371.5399
8907,5,1,1,5,2017Q3,3559,577732.4654,592063.814,597525.2741,584183.9138,628325.5099,587548.8205,587290.6986,593351.8734,613153.7665,577255.2875,585925.819,592841.22,626868.3521,606734.241,592053.3404,589987.3682,605754.7473,571603.4757,593152.8626
15308,5,1,0,0,2018Q1,6041,617150.7879,577379.1849,605130.2803,601725.578,597067.3831,621159.1854,628295.7341,620716.2427,595883.4266,600458.9722,623694.1393,615490.4748,612834.0495,588524.4802,629405.5411,622090.7617,579137.6824,578821.6109,629423.7307
8207,7,1,1,5,2014Q4,3270,602399.7243939241,571962.3037,630298.5626,589918.2667,607952.0589,616611.1676,602770.370222738,597893.3339418244,598805.4593553811,604630.0513368843,599954.8507,588961.4587,570469.4449,602896.8278513063,623953.1287,609759.122,599559.5359277058,597861.6532922185,602056.2887
8443,8,1,0,0,2017Q2,3371,572440.5518,607910.8002,594728.5328,625269.4573,589161.204,609092.6256,570783.3076,611602.0775,597658.6313,602362.0276,601707.1352,585549.1633,609875.2683,596566.1634,610341.8591,599380.7517,613730.0904,597834.7294,609785.3877
14826,4,1,1,5,2016Q3,5839,604733.9038632582,617985.3287,614323.2771,587275.0596,612520.829,604725.6142,593092.3564,596123.6286,579523.2173,589144.3273,609897.6376,608594.7632,614193.4968,614680.627,608763.3013,615677.3398,599690.308927198,597678.2745844668,626569.027
3222,6,1,0,12,2016Q2,1270,596976.9683,601038.3582,571801.8786,605771.4749,599627.5918,590965.5226,613393.3828,608844.0819,578742.6255,574568.9604,606640.6048,595283.6267,584412.9116,601181.4365,603408.3364,591071.5302,598821.7683464489,615933.5946,584617.4682
23089,8,1,1,5,2019Q2,11029,573002.8277,589361.7745,628214.2158,580682.2319,628230.6968,600399.2159,573293.7731,609635.3188,619649.2181,579182.1059,592942.4436,613587.1238,577838.0059,586571.6409,604902.6324,626002.0191,598845.9741395704,595323.4245,595729.1409
6419,7,1,0,25,2015Q3,2569,596552.3899,625141.4843,588233.7192,602251.3493,615932.1914,600421.8585,596806.1848,598084.5063,623727.1795,611843.1186,604101.1679,583203.7207,577225.0097,579333.3165,600295.5621,582687.0809,598490.7515334955,570108.7973,628551.727
7025,7,1,0,1,2019Q4,2792,596704.9211,568792.995,587763.3756,596911.5375,592915.2486,627552.0662,570127.4508,622744.4146,578438.1372,584647.39,568934.9734,626302.31,575402.1555,602490.7407,577497.9177,607098.4811,602660.4574,613378.7648,582738.4815
16627,11,0,0,2,2019Q3,6660,597509.4261,601433.7814,604574.2283,581978.5376,588473.284,608663.5575,620208.5977,589891.7209,598729.9444,617313.0985,607902.7072,570361.0154,602239.231,592085.0809,578280.517,601918.7733,569753.6523,609412.8217,569000.4691
25523,4,1,0,12,2019Q4,12960,604773.8488,621910.7529,610634.2769,620090.2659,626074.2051,582199.1797,597279.1938,598927.2957,569238.0332,621324.1588,592202.5365,582439.9361,569677.7262,579443.2145,622770.0485,610395.272,572906.0584,624823.9335,602597.1292
